data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
Dehejia-Wahba Sample,0.0,44.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,9722.0029296875
Dehejia-Wahba Sample,0.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3783.659912109375
Dehejia-Wahba Sample,0.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3515.928955078125
Dehejia-Wahba Sample,0.0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,17014.58984375
Dehejia-Wahba Sample,0.0,34.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,21.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5970.2568359375
Dehejia-Wahba Sample,0.0,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1859.1669921875
Dehejia-Wahba Sample,0.0,26.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,6191.94287109375
Dehejia-Wahba Sample,0.0,31.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,7284.39404296875
Dehejia-Wahba Sample,0.0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,445.8309020996094
Dehejia-Wahba Sample,0.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7367.0400390625
Dehejia-Wahba Sample,0.0,35.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2015.5030517578125
Dehejia-Wahba Sample,0.0,25.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,15791.1298828125
Dehejia-Wahba Sample,0.0,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1135.469970703125
Dehejia-Wahba Sample,0.0,20.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,6378.72021484375
Dehejia-Wahba Sample,0.0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7176.18701171875
Dehejia-Wahba Sample,0.0,38.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,34.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7952.5400390625
Dehejia-Wahba Sample,0.0,19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,32.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7152.1318359375
Dehejia-Wahba Sample,0.0,20.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,8329.8232421875
Dehejia-Wahba Sample,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,12429.91015625
Dehejia-Wahba Sample,0.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,5088.759765625
Dehejia-Wahba Sample,0.0,20.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,4374.0400390625
Dehejia-Wahba Sample,0.0,21.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1553.291015625
Dehejia-Wahba Sample,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,22.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1698.303955078125
Dehejia-Wahba Sample,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11294.6298828125
Dehejia-Wahba Sample,0.0,29.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,14626.3896484375
Dehejia-Wahba Sample,0.0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,12898.3798828125
Dehejia-Wahba Sample,0.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,5767.1328125
Dehejia-Wahba Sample,0.0,18.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,6527.9189453125
Dehejia-Wahba Sample,0.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3931.238037109375
Dehejia-Wahba Sample,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,20942.240234375
Dehejia-Wahba Sample,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,26.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,36.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,14690.349609375
Dehejia-Wahba Sample,0.0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3418.096923828125
Dehejia-Wahba Sample,0.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11197.33984375
Dehejia-Wahba Sample,0.0,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1455.68994140625
Dehejia-Wahba Sample,0.0,29.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1890.93701171875
Dehejia-Wahba Sample,0.0,25.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,4485.6162109375
Dehejia-Wahba Sample,0.0,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,13613.349609375
Dehejia-Wahba Sample,0.0,22.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1390.509033203125
Dehejia-Wahba Sample,0.0,55.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5843.7958984375
Dehejia-Wahba Sample,0.0,20.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,8598.5224609375
Dehejia-Wahba Sample,0.0,34.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,2920.198974609375
Dehejia-Wahba Sample,0.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,32.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,6735.31982421875
Dehejia-Wahba Sample,0.0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,50.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,44.75545883178711
Dehejia-Wahba Sample,0.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,3701.81201171875
Dehejia-Wahba Sample,0.0,42.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,6930.3359375
Dehejia-Wahba Sample,0.0,39.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,3795.799072265625
Dehejia-Wahba Sample,0.0,34.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,5193.2470703125
Dehejia-Wahba Sample,0.0,24.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,2193.528076171875
Dehejia-Wahba Sample,0.0,32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11120.5302734375
Dehejia-Wahba Sample,0.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7609.51806640625
Dehejia-Wahba Sample,0.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2169.027099609375
Dehejia-Wahba Sample,0.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1264.2320556640625
Dehejia-Wahba Sample,0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,28.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,32.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5712.64306640625
Dehejia-Wahba Sample,0.0,31.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,33.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,27.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1184.8819580078125
Dehejia-Wahba Sample,0.0,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,10225.8798828125
Dehejia-Wahba Sample,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,25.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,4715.37109375
Dehejia-Wahba Sample,0.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,289.7898864746094
Dehejia-Wahba Sample,0.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,28.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,8190.4208984375
Dehejia-Wahba Sample,0.0,26.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,4813.0498046875
Dehejia-Wahba Sample,0.0,30.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,7344.67822265625
Dehejia-Wahba Sample,0.0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,25.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,28.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4350.9072265625
Dehejia-Wahba Sample,0.0,54.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7812.52197265625
Dehejia-Wahba Sample,0.0,33.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3644.655029296875
Dehejia-Wahba Sample,0.0,45.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4844.80322265625
Dehejia-Wahba Sample,0.0,39.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14792.900390625
Dehejia-Wahba Sample,0.0,33.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,25.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,23.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,3746.700927734375
Dehejia-Wahba Sample,0.0,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1568.1500244140625
Dehejia-Wahba Sample,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,7010.44384765625
Dehejia-Wahba Sample,0.0,19.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,3811.68310546875
Dehejia-Wahba Sample,0.0,18.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,10798.5595703125
Dehejia-Wahba Sample,0.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4657.27294921875
Dehejia-Wahba Sample,0.0,17.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,8551.533203125
Dehejia-Wahba Sample,0.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4309.8779296875
Dehejia-Wahba Sample,0.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,5286.39599609375
Dehejia-Wahba Sample,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,12486.169921875
Dehejia-Wahba Sample,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10877.349609375
Dehejia-Wahba Sample,0.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,202.28469848632812
Dehejia-Wahba Sample,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2657.705078125
Dehejia-Wahba Sample,0.0,18.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,4132.5771484375
Dehejia-Wahba Sample,0.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,11303.1396484375
Dehejia-Wahba Sample,0.0,19.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2189.426025390625
Dehejia-Wahba Sample,0.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,17.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10210.990234375
Dehejia-Wahba Sample,0.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,11048.080078125
Dehejia-Wahba Sample,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,8993.865234375
Dehejia-Wahba Sample,0.0,19.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,5071.80078125
Dehejia-Wahba Sample,0.0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,3194.010009765625
Dehejia-Wahba Sample,0.0,17.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,5193.0888671875
Dehejia-Wahba Sample,0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,275.56610107421875
Dehejia-Wahba Sample,0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3590.701904296875
Dehejia-Wahba Sample,0.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,19.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,12797.669921875
Dehejia-Wahba Sample,0.0,20.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2035.9139404296875
Dehejia-Wahba Sample,0.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,2389.678955078125
Dehejia-Wahba Sample,0.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,17.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,8469.275390625
Dehejia-Wahba Sample,0.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Dehejia-Wahba Sample,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1143.386962890625
Dehejia-Wahba Sample,0.0,17.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,5114.81396484375
Dehejia-Wahba Sample,0.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,781.2243041992188
Dehejia-Wahba Sample,0.0,21.0,9.0,1.0,0.0,0.0,1.0,591.4990844726562,0.0,3343.22412109375
Dehejia-Wahba Sample,0.0,18.0,10.0,1.0,0.0,0.0,1.0,1563.2490234375,0.0,9602.439453125
Dehejia-Wahba Sample,0.0,19.0,11.0,1.0,0.0,0.0,1.0,1626.623046875,0.0,0.0
Dehejia-Wahba Sample,0.0,24.0,9.0,1.0,0.0,0.0,1.0,2788.498046875,0.0,16461.5703125
Dehejia-Wahba Sample,0.0,28.0,11.0,0.0,1.0,1.0,1.0,3472.947998046875,0.0,6771.6220703125
Dehejia-Wahba Sample,0.0,25.0,11.0,1.0,0.0,0.0,1.0,5281.2451171875,0.0,0.0
Dehejia-Wahba Sample,0.0,21.0,7.0,1.0,0.0,0.0,1.0,33799.94921875,0.0,11011.5703125
Dehejia-Wahba Sample,0.0,39.0,11.0,1.0,0.0,0.0,1.0,0.0,83.68963623046875,0.0
Dehejia-Wahba Sample,0.0,36.0,12.0,1.0,0.0,0.0,0.0,0.0,142.3972930908203,0.0
Dehejia-Wahba Sample,0.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,159.88470458984375,0.0
Dehejia-Wahba Sample,0.0,17.0,11.0,1.0,0.0,0.0,1.0,989.267822265625,165.20770263671875,4251.126953125
Dehejia-Wahba Sample,0.0,18.0,10.0,1.0,0.0,0.0,1.0,960.4268188476562,240.10670471191406,2891.66796875
Dehejia-Wahba Sample,0.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,273.552490234375,5514.365234375
Dehejia-Wahba Sample,0.0,28.0,10.0,1.0,0.0,0.0,1.0,1471.29296875,367.8233947753906,4858.89501953125
Dehejia-Wahba Sample,0.0,27.0,13.0,0.0,0.0,0.0,0.0,5214.30615234375,474.5018005371094,4812.576171875
Dehejia-Wahba Sample,0.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,494.64300537109375,0.0
Dehejia-Wahba Sample,0.0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,506.4075927734375,604.19873046875
Dehejia-Wahba Sample,0.0,31.0,10.0,1.0,0.0,0.0,1.0,0.0,520.4462890625,14527.8798828125
Dehejia-Wahba Sample,0.0,26.0,10.0,1.0,0.0,1.0,1.0,6140.3671875,558.7733764648438,0.0
Dehejia-Wahba Sample,0.0,18.0,9.0,0.0,0.0,0.0,1.0,0.0,559.5960083007812,7300.498046875
Dehejia-Wahba Sample,0.0,23.0,11.0,1.0,0.0,0.0,1.0,6382.30908203125,580.7901000976562,0.0
Dehejia-Wahba Sample,0.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,591.8151245117188,4159.9189453125
Dehejia-Wahba Sample,0.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,604.1538696289062,0.0
Dehejia-Wahba Sample,0.0,18.0,11.0,1.0,0.0,0.0,1.0,1064.698974609375,645.2722778320312,5497.5908203125
Dehejia-Wahba Sample,0.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,664.5689697265625,0.0
Dehejia-Wahba Sample,0.0,27.0,12.0,1.0,0.0,1.0,0.0,0.0,752.3900756835938,0.0
Dehejia-Wahba Sample,0.0,27.0,11.0,1.0,0.0,0.0,1.0,3065.194091796875,766.298583984375,0.0
Dehejia-Wahba Sample,0.0,28.0,12.0,0.0,0.0,0.0,0.0,0.0,803.343017578125,16477.01953125
Dehejia-Wahba Sample,0.0,28.0,11.0,1.0,0.0,0.0,1.0,2431.948974609375,863.4794921875,0.0
Dehejia-Wahba Sample,0.0,21.0,10.0,1.0,0.0,0.0,1.0,6661.06298828125,1162.362060546875,39483.53125
Dehejia-Wahba Sample,0.0,17.0,10.0,0.0,1.0,0.0,1.0,4905.119140625,1168.9019775390625,11306.26953125
Dehejia-Wahba Sample,0.0,26.0,11.0,1.0,0.0,0.0,1.0,4699.962890625,1174.990966796875,6672.02099609375
Dehejia-Wahba Sample,0.0,29.0,9.0,1.0,0.0,0.0,1.0,0.0,1203.823974609375,9378.6533203125
Dehejia-Wahba Sample,0.0,17.0,10.0,0.0,1.0,0.0,1.0,1203.6090087890625,1239.6280517578125,5088.98583984375
Dehejia-Wahba Sample,0.0,22.0,11.0,1.0,0.0,0.0,1.0,7914.130859375,1321.6600341796875,2639.2900390625
Dehejia-Wahba Sample,0.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,1327.9930419921875,9495.90234375
Dehejia-Wahba Sample,0.0,20.0,12.0,1.0,0.0,0.0,0.0,557.6987915039062,1371.4730224609375,20893.109375
Dehejia-Wahba Sample,0.0,18.0,12.0,1.0,0.0,0.0,0.0,0.0,1405.511962890625,0.0
Dehejia-Wahba Sample,0.0,24.0,11.0,0.0,0.0,0.0,1.0,2669.72509765625,1468.383056640625,10361.6904296875
Dehejia-Wahba Sample,0.0,21.0,9.0,0.0,0.0,0.0,1.0,2988.412109375,1577.1669921875,1740.198974609375
Dehejia-Wahba Sample,0.0,30.0,8.0,1.0,0.0,0.0,1.0,0.0,1706.656982421875,0.0
Dehejia-Wahba Sample,0.0,31.0,11.0,1.0,0.0,0.0,1.0,17711.880859375,1726.4449462890625,0.0
Dehejia-Wahba Sample,0.0,17.0,10.0,0.0,1.0,0.0,1.0,1442.6810302734375,1734.5589599609375,6354.19384765625
Dehejia-Wahba Sample,0.0,19.0,9.0,1.0,0.0,0.0,1.0,8409.626953125,1778.0889892578125,7171.0
Dehejia-Wahba Sample,0.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,1896.02294921875,5573.546875
Dehejia-Wahba Sample,0.0,22.0,12.0,1.0,0.0,0.0,0.0,4380.01708984375,2003.6800537109375,439.6881103515625
Dehejia-Wahba Sample,0.0,29.0,12.0,1.0,0.0,0.0,0.0,22859.439453125,2080.208984375,16969.94921875
Dehejia-Wahba Sample,0.0,22.0,10.0,1.0,0.0,0.0,1.0,0.0,2174.955078125,5344.02099609375
Dehejia-Wahba Sample,0.0,29.0,13.0,1.0,0.0,0.0,0.0,718.2492065429688,2265.5791015625,2725.322021484375
Dehejia-Wahba Sample,0.0,19.0,11.0,1.0,0.0,0.0,1.0,721.340576171875,2445.589111328125,9772.283203125
Dehejia-Wahba Sample,0.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,2595.26708984375,0.0
Dehejia-Wahba Sample,0.0,18.0,10.0,1.0,0.0,0.0,1.0,1716.509033203125,2682.125,0.0
Dehejia-Wahba Sample,0.0,19.0,12.0,1.0,0.0,0.0,0.0,8417.0,2814.195068359375,1720.906982421875
Dehejia-Wahba Sample,0.0,20.0,6.0,1.0,0.0,0.0,1.0,6006.87890625,2850.610107421875,0.0
Dehejia-Wahba Sample,0.0,33.0,11.0,1.0,0.0,0.0,1.0,10523.830078125,2899.820068359375,18859.890625
Dehejia-Wahba Sample,0.0,36.0,11.0,0.0,1.0,0.0,1.0,5443.73388671875,3063.8779296875,1324.5419921875
Dehejia-Wahba Sample,0.0,25.0,11.0,1.0,0.0,0.0,1.0,15209.990234375,3072.72607421875,284.65838623046875
Dehejia-Wahba Sample,0.0,19.0,11.0,1.0,0.0,0.0,1.0,3504.013916015625,3285.679931640625,11195.9296875
Dehejia-Wahba Sample,0.0,23.0,8.0,1.0,0.0,0.0,1.0,7724.283203125,3403.055908203125,0.0
Dehejia-Wahba Sample,0.0,17.0,11.0,1.0,0.0,0.0,1.0,4080.72998046875,3796.029052734375,0.0
Dehejia-Wahba Sample,0.0,43.0,10.0,1.0,0.0,0.0,1.0,2502.867919921875,4128.44287109375,7565.27294921875
Dehejia-Wahba Sample,0.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,4184.73193359375,0.0
Dehejia-Wahba Sample,0.0,27.0,11.0,1.0,0.0,1.0,1.0,0.0,4491.8837890625,0.0
Dehejia-Wahba Sample,0.0,19.0,11.0,1.0,0.0,0.0,1.0,6337.4921875,4503.06396484375,0.0
Dehejia-Wahba Sample,0.0,28.0,11.0,1.0,0.0,1.0,1.0,8593.1630859375,5393.89501953125,4974.5859375
Dehejia-Wahba Sample,0.0,28.0,12.0,1.0,0.0,1.0,0.0,10585.1298828125,5551.4560546875,12780.01953125
Dehejia-Wahba Sample,0.0,26.0,8.0,1.0,0.0,0.0,1.0,1126.2900390625,5562.59814453125,3523.577880859375
Dehejia-Wahba Sample,0.0,31.0,12.0,1.0,0.0,0.0,0.0,0.0,5613.9091796875,0.0
Dehejia-Wahba Sample,0.0,23.0,11.0,1.0,0.0,0.0,1.0,7617.36181640625,5716.4072265625,10274.83984375
