data_id,treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
Dehejia-Wahba Sample,1,25,12,1,0,0,0,0,0,2348.9729
Dehejia-Wahba Sample,1,30,11,1,0,1,1,0,0,590.7817993
Dehejia-Wahba Sample,1,17,10,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,37,9,1,0,0,1,0,0,1067.505981
Dehejia-Wahba Sample,1,41,4,1,0,1,1,0,0,7284.98584
Dehejia-Wahba Sample,1,42,14,1,0,1,0,0,0,13167.51953
Dehejia-Wahba Sample,1,22,11,0,0,0,1,0,0,1048.432007
Dehejia-Wahba Sample,1,17,8,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,29,8,1,0,0,1,0,0,1923.937988
Dehejia-Wahba Sample,1,35,10,1,0,0,1,0,0,4666.23584
Dehejia-Wahba Sample,1,27,11,1,0,0,1,0,0,549.2984009
Dehejia-Wahba Sample,1,29,4,1,0,0,1,0,0,762.9146118
Dehejia-Wahba Sample,1,28,9,1,0,0,1,0,0,10694.29004
Dehejia-Wahba Sample,1,27,11,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,23,7,0,0,0,1,0,0,0
Dehejia-Wahba Sample,1,45,5,1,0,1,1,0,0,8546.714844
Dehejia-Wahba Sample,1,29,13,1,0,0,0,0,0,7479.655762
Dehejia-Wahba Sample,1,27,9,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,46,13,1,0,0,0,0,0,647.2045898
Dehejia-Wahba Sample,1,18,6,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,25,12,1,0,0,0,0,0,11965.80957
Dehejia-Wahba Sample,1,28,15,1,0,0,0,0,0,9598.541016
Dehejia-Wahba Sample,1,25,11,0,0,0,1,0,0,18783.34961
Dehejia-Wahba Sample,1,22,12,1,0,0,0,0,0,18678.08008
Dehejia-Wahba Sample,1,21,9,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,40,11,1,0,0,1,0,0,23005.59961
Dehejia-Wahba Sample,1,22,11,1,0,0,1,0,0,6456.696777
Dehejia-Wahba Sample,1,25,12,1,0,0,0,0,0,0
Dehejia-Wahba Sample,1,18,12,1,0,0,0,0,0,2321.106934
Dehejia-Wahba Sample,1,38,12,0,0,0,0,0,0,4941.849121
Dehejia-Wahba Sample,1,27,13,1,0,0,0,0,0,0
Dehejia-Wahba Sample,1,27,8,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,38,11,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,23,8,0,1,0,1,0,0,3881.283936
Dehejia-Wahba Sample,1,26,11,1,0,0,1,0,0,17230.96094
Dehejia-Wahba Sample,1,21,12,0,0,0,0,0,0,8048.603027
Dehejia-Wahba Sample,1,25,8,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,31,11,1,0,1,1,0,0,14509.92969
Dehejia-Wahba Sample,1,17,10,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,25,11,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,21,12,1,0,0,0,0,0,9983.78418
Dehejia-Wahba Sample,1,44,11,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,25,12,0,0,0,0,0,0,5587.50293
Dehejia-Wahba Sample,1,18,9,1,0,0,1,0,0,4482.845215
Dehejia-Wahba Sample,1,42,12,1,0,0,0,0,0,2456.153076
Dehejia-Wahba Sample,1,25,10,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,31,9,0,1,0,1,0,0,26817.59961
Dehejia-Wahba Sample,1,24,10,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,26,10,1,0,0,1,0,0,9265.788086
Dehejia-Wahba Sample,1,25,11,1,0,0,1,0,0,485.2297974
Dehejia-Wahba Sample,1,18,11,1,0,0,1,0,0,4814.626953
Dehejia-Wahba Sample,1,19,11,1,0,0,1,0,0,7458.10498
Dehejia-Wahba Sample,1,43,9,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,27,13,1,0,0,0,0,0,34099.28125
Dehejia-Wahba Sample,1,17,9,1,0,0,1,0,0,1953.267944
Dehejia-Wahba Sample,1,30,11,1,0,0,1,0,0,0
Dehejia-Wahba Sample,1,26,10,1,0,1,1,2027.999023,0,0
Dehejia-Wahba Sample,1,20,9,1,0,0,1,6083.994141,0,8881.665039
Dehejia-Wahba Sample,1,17,9,0,1,0,1,445.1704102,74.34345245,6210.669922
Dehejia-Wahba Sample,1,20,12,1,0,0,0,989.2678223,165.2077026,0
Dehejia-Wahba Sample,1,18,11,1,0,0,1,858.2542725,214.5635986,929.8839111
Dehejia-Wahba Sample,1,27,12,1,0,1,0,3670.87207,334.0492859,0
Dehejia-Wahba Sample,1,21,12,0,0,0,0,3670.87207,334.049408,12558.01953
Dehejia-Wahba Sample,1,27,12,1,0,0,0,2143.413086,357.9498901,22163.25
Dehejia-Wahba Sample,1,20,12,1,0,0,0,0,377.5686035,1652.636963
Dehejia-Wahba Sample,1,19,10,1,0,0,1,0,385.2741089,8124.714844
Dehejia-Wahba Sample,1,23,12,1,0,0,0,5506.308105,501.0740967,671.3317871
Dehejia-Wahba Sample,1,29,14,1,0,0,0,0,679.6734009,17814.98047
Dehejia-Wahba Sample,1,18,10,1,0,0,1,0,798.9078979,9737.154297
Dehejia-Wahba Sample,1,19,9,1,0,0,1,0,798.9078979,17685.17969
Dehejia-Wahba Sample,1,27,13,0,0,1,0,9381.566406,853.7224731,0
Dehejia-Wahba Sample,1,18,11,0,0,0,1,3678.230957,919.5579224,4321.705078
Dehejia-Wahba Sample,1,27,9,1,0,1,1,0,934.4453735,1773.422974
Dehejia-Wahba Sample,1,22,12,1,0,0,0,5605.852051,936.1773071,0
Dehejia-Wahba Sample,1,23,10,1,0,1,1,0,936.4385986,11233.25977
Dehejia-Wahba Sample,1,23,12,0,1,0,0,9385.740234,1117.438965,559.4431763
Dehejia-Wahba Sample,1,20,11,1,0,0,1,3637.498047,1220.83606,1085.439941
Dehejia-Wahba Sample,1,17,9,1,0,0,1,1716.509033,1253.438965,5445.200195
Dehejia-Wahba Sample,1,28,11,1,0,0,1,0,1284.078979,60307.92969
Dehejia-Wahba Sample,1,26,11,1,0,1,1,0,1392.853027,1460.359985
Dehejia-Wahba Sample,1,20,11,1,0,0,1,16318.62012,1484.994019,6943.341797
Dehejia-Wahba Sample,1,24,11,1,0,1,1,824.3886108,1666.113037,4032.708008
Dehejia-Wahba Sample,1,31,9,1,0,0,1,0,1698.607056,10363.26953
Dehejia-Wahba Sample,1,23,8,0,0,1,1,0,1713.150024,4232.309082
Dehejia-Wahba Sample,1,18,10,1,0,0,1,2143.410889,1784.274048,11141.38965
Dehejia-Wahba Sample,1,29,12,1,0,0,0,10881.94043,1817.284058,0
Dehejia-Wahba Sample,1,26,11,0,0,0,1,0,2226.266113,13385.86035
Dehejia-Wahba Sample,1,24,9,1,0,0,1,9154.700195,2288.675049,4849.559082
Dehejia-Wahba Sample,1,25,12,1,0,0,0,14426.79004,2409.273926,0
Dehejia-Wahba Sample,1,24,10,1,0,0,1,4250.401855,2421.947021,1660.508057
Dehejia-Wahba Sample,1,46,8,1,0,0,1,3165.657959,2594.7229,0
Dehejia-Wahba Sample,1,31,12,0,0,0,0,0,2611.218018,2484.549072
Dehejia-Wahba Sample,1,19,11,1,0,0,1,2305.025879,2615.275879,4146.603027
Dehejia-Wahba Sample,1,19,8,1,0,0,1,0,2657.056885,9970.680664
Dehejia-Wahba Sample,1,27,11,1,0,0,1,2206.939941,2666.273926,0
Dehejia-Wahba Sample,1,26,11,1,0,1,1,0,2754.645996,26372.2793
Dehejia-Wahba Sample,1,20,10,1,0,0,1,5005.730957,2777.35498,5615.188965
Dehejia-Wahba Sample,1,28,10,1,0,0,1,0,2836.506104,3196.571045
Dehejia-Wahba Sample,1,24,12,1,0,0,0,13765.75,2842.763916,6167.681152
Dehejia-Wahba Sample,1,19,8,1,0,0,1,2636.353027,2937.263916,7535.941895
Dehejia-Wahba Sample,1,23,12,1,0,0,0,6269.34082,3039.959961,8484.239258
Dehejia-Wahba Sample,1,42,9,1,0,1,1,0,3058.531006,1294.409058
Dehejia-Wahba Sample,1,25,13,1,0,0,0,12362.92969,3090.731934,0
Dehejia-Wahba Sample,1,18,9,1,0,0,1,0,3287.375,5010.341797
Dehejia-Wahba Sample,1,21,12,1,0,0,0,6473.683105,3332.408936,9371.037109
Dehejia-Wahba Sample,1,27,10,1,0,0,1,1001.145996,3550.074951,0
Dehejia-Wahba Sample,1,21,8,1,0,0,1,989.2678223,3695.896973,4279.612793
Dehejia-Wahba Sample,1,22,9,1,0,0,1,2192.876953,3836.986084,3462.563965
Dehejia-Wahba Sample,1,31,4,1,0,0,1,8517.588867,4023.210938,7382.548828
Dehejia-Wahba Sample,1,24,10,1,0,1,1,11703.2002,4078.1521,0
Dehejia-Wahba Sample,1,29,10,1,0,0,1,0,4398.950195,0
Dehejia-Wahba Sample,1,29,12,1,0,0,0,9748.386719,4878.937012,10976.50977
Dehejia-Wahba Sample,1,19,10,0,0,0,1,0,5324.108887,13829.62012
Dehejia-Wahba Sample,1,19,11,0,1,1,1,5424.484863,5463.803223,6788.462891
Dehejia-Wahba Sample,1,31,9,1,0,0,1,10717.03027,5517.84082,9558.500977
Dehejia-Wahba Sample,1,22,10,1,0,1,1,1468.348022,5588.664063,13228.28027
Dehejia-Wahba Sample,1,21,9,1,0,0,1,6416.470215,5749.331055,743.666626
Dehejia-Wahba Sample,1,17,10,1,0,0,1,1291.468018,5793.852051,5522.788086
Dehejia-Wahba Sample,1,26,12,1,0,1,0,8408.761719,5794.831055,1424.94397
Dehejia-Wahba Sample,1,20,9,0,1,0,1,12260.78027,5875.048828,1358.642944
Dehejia-Wahba Sample,1,19,10,1,0,0,1,4121.949219,6056.753906,0
Dehejia-Wahba Sample,1,26,10,1,0,0,1,25929.67969,6788.958008,672.8773193
Dehejia-Wahba Sample,1,28,11,1,0,0,1,1929.029053,6871.855957,0
Dehejia-Wahba Sample,1,22,12,0,1,1,0,492.2304993,7055.702148,10092.83008
Dehejia-Wahba Sample,1,33,11,1,0,0,1,0,7867.916016,6281.433105
Dehejia-Wahba Sample,1,22,12,0,0,0,0,6759.994141,8455.503906,12590.70996
Dehejia-Wahba Sample,1,29,10,0,1,0,1,0,8853.673828,5112.01416
Dehejia-Wahba Sample,1,33,12,1,0,1,0,20279.94922,10941.34961,15952.59961
Dehejia-Wahba Sample,1,25,14,1,0,1,0,35040.07031,11536.57031,36646.94922
Dehejia-Wahba Sample,1,35,9,1,0,1,1,13602.42969,13830.63965,12803.96973
Dehejia-Wahba Sample,1,35,8,1,0,1,1,13732.07031,17976.15039,3786.62793
Dehejia-Wahba Sample,1,33,11,1,0,1,1,14660.70996,25142.24023,4181.941895
